idgeral,idpedido,idproduto,codprod,produto,material,cor,impressao,tipo_impressao,quant,preco,layout,amostra,imagem,layout_enviado,poster
6044,7928,463,,MALA DE VIAGEM DE BORDO,ABS,PRETA,1XO,4,190,310,3,2,,,
6045,7931,1514,,Sacola Tipo Mochila Nylon,Nylon,PRETA - 103,1x0,1,100,11,3,2,,,
6046,7932,463,,bolsa termica com bolso de tela,nylon,branca e verde,1xo,1,20,68,3,2,,,
6047,7933,806,,Mochila Saco Em TNT,TNT,AZUL ROYAL,1XO,1,70,8,3,2,,,
6048,7934,463,,caixa de som,metal,10 branca e 10 preta,sem,0,10,55,0,2,,,
6049,7934,463,,power bank,plastico,preto,sem,0,10,47,0,2,,,
6050,7937,463,,entrega sedexs,mochila,preta,sem,2,11,95.45,0,2,,,
6051,7938,1514,,Sacola Tipo Mochila Nylon,Nylon,verde - 119,1x1,1,50,12,3,2,,,
6052,7938,1514,,Sacola Tipo Mochila Nylon,Nylon,Vermelho - 105,1x0,1,50,12,3,2,,,
6053,7939,1672,,Necessaire Em Microfibra,Microfibra,Bege - 131,1x0,1,10,38,3,2,,,
6054,7939,1672,,Necessaire Em Microfibra,Microfibra,AZUL - 104,1x0,1,20,38,3,2,,,
6055,7939,1672,,Necessaire Em Microfibra,Microfibra,PRETO - 103,1x0,1,20,38,3,2,,,
6056,7940,222,,Touca RN,RIBANA,BRANCA,3XO,1,400,5.8,3,2,,,
6057,7941,463,,KIT REFEIÃÃO,DIVERSOS,CINZA E PRETO,1XO,1,330,120,0,2,,,
6058,7943,463,,logistica,cooler,policromia,sem,0,1,2050,0,2,,,
6059,7944,45,,Caneca Inox 180 Ml,inox,prata,1xo,2,200,13,3,2,,,
6060,7944,463,,toalha academia spot,microfibra,preta,3xo,1,200,15,3,2,,,
6061,7945,463,,necessaire pvc,pvc,transparente,1x0,1,280,4.9,3,2,,,
6062,7946,897,,ECOBAG ALGODÃO,ALGODÃO,CRU,1x0,1,50,16,3,2,,,
6063,7947,463,,anti stress gota,pu,vermelha,1xo ,1,200,11.5,3,2,,,
6064,7946,900,,NECESSAIRE ALGODÃO,ALGODÃO,CRU,1X0,1,25,12,3,2,,,
6065,7949,836,,CANETA METÃLICA - 13546B - XBZ,metal,Azul escuro,1x0,2,300,5.4,3,2,,,
6066,7950,131,,Maleta Kit Churrasco,inox,prata,5x0,2,33,177,3,2,,,
6067,7951,897,,ECOBAG ALGODÃO,ALGODÃO,CRU,1X0,1,1000,11.5,1,2,,,
6068,7951,1445,,Squeeze Em AlumÃ­nio 500 Ml.,ALUMINIO,AZUL  - 114,1X0,1,1000,19.9,1,2,,,
6069,7953,881,,TAÃA PS,PS,BRANCA,1x0,1,580,5,3,2,,,
6070,7953,880,,TOALHA DE PRAIA,ALGODÃO,ESTAMPA NAUTICA,1X0,1,290,47,3,2,,,
6071,7954,900,,NECESSAIRE ALGODÃO,ALGODÃO,CRU,1X0,0,500,8,3,2,,,
6072,7955,213,,Toalha De Boca,toalha,branca,3xo,0,300,8,3,2,,,
6073,7955,225,,Bolsa,nylon,verde,3xo,1,150,44.3,0,2,,,
6074,7956,463,,Bloco,,Azul,1x1,1,3000,5.4,0,2,,,
6075,7956,1376,,Caderno Com Espiral,,azul,3x3,1,1000,18,0,2,,,
6076,7957,463,,caneta com estojo preto,plastico e papel,preta,1xo,1,2000,7,3,2,,,
6077,7959,1852,,Moleskine Capa Dura B6,c. sintÃ©tico  - 12 x 17 cm,PRETO,1x0,1,50,19,3,2,,,
6078,7960,1376,,Caderno Com Espiral,,,4x4,1,100,24,3,2,,,
6080,7962,463,,mochila nova,nylon,cinza,1xo,0,50,120,0,2,,,
6081,7966,1241,,Mochila Para Notebook Em Nylon,nylon,preta,sem,0,8,120,0,2,,,
6082,7967,900,,NECESSAIRE ALGODÃO,algodao cru,crua,1xo,1,200,7,3,2,,,
6083,7968,463,,CAIXA DE SOM 12901,PLASTICO,PRETA,SEM,0,30,55,3,2,,,
6084,7969,1429,,Sacola TNT,TNT,PRETO,1X0,1,490,4.95,3,2,,,
6085,7970,463,,mala,nylon,preta,sem,0,5,184,0,2,,,
6086,7974,463,,MOCHILA LISA YINS,NYLON,DIVERSAS,SEM,0,24,48,0,2,,,
6087,7974,463,,MOCHILA GLITTER YS 41037,NYLON,DIVERSAS,SEM ,0,24,60,0,2,,,
6088,7974,463,,SQUEEZE METAL,INOX,SORTIDAS,SEM,0,48,42,0,2,,,
6089,7974,463,,NECESSAIRE GLITTER,NYLON,DIVERSAS,SEM,0,60,25,0,2,,,
6090,7974,463,,ESTOJO DE SILICONE,SILICONE,DIVERSAS,SEM,0,60,25,0,2,,,
6091,7975,463,,alcool gel  60 ml,plastico,transparente,1xo,4,3000,4,3,2,,,
6092,7976,463,,mochila asia mc 320,nylon,cinza,1xo,1,200,115,1,2,,,
6093,7978,862,,Guarda-Chuva ,nylon,verde,1x1,1,15,75,3,2,,,
6094,7979,1486,,Bloco Com Adesivados,,AZUL  - 104,1x0,1,50,14,3,2,,,
6095,7980,1514,,Sacola Tipo Mochila Nylon,Nylon,VERDE - 109,1x1,1,50,12,3,2,,,
6096,7981,463,,mala tonin ,nylon,preta,1xo,4,100,330,0,2,,,
6097,7982,463,,kit covid,diversos,kraft,sem,0,35,15,0,2,,,
6098,7983,463,,bloco e caneta,kraft e bambu,kraft,4xo,1,170,33,0,2,,,
6099,7985,1639,,Espelho De Maquiagem,plÃ¡stico,Rosa,1x0,1,700,4.5,3,2,,,
6100,7989,1241,,Mochila Para Notebook Em Nylon,nylon,preta,sem,0,120,90,0,2,,,
6101,7990,210,,Toalha Banho Com Capuz,toalha,branca,2x0,1,100,21,3,2,,,
6102,7991,900,,NECESSAIRE ALGODÃO,AlgodÃ£o ,Cru,1x0,1,1000,8,3,1,,,
6103,7993,900,,NECESSAIRE ALGODÃO,ALGODÃO,CRU,1x0,1,1000,8,3,2,,,
6104,7994,463,,Imp. Camisetas,,,1x0,1,2650,1.87,3,1,,,
6105,7995,868,,TOALHA BANHO P/ BEBÃ,,BRANCA,3x0,1,250,30,3,2,,,
6106,7996,463,,BLOCO - ESTOQUE,,AZUL ,1X0,1,275,4.9,3,2,,,
6107,7997,45,,Caneca Inox 180 Ml,,inox,1x0,2,50,16,3,2,,,
6108,7997,1837,,Squeeze AlumÃ­nio 600ml - Pintura Fosca,AlumÃ­nio,PRETA,1x0,2,50,28,3,2,,,
6109,7998,1028,,Guarda-chuva Cabo Madeira,nylon,diversas,1x1,0,55,39,3,2,,,
6110,7999,1196,,Caneca PORCELANA,PORCELANA,PRETA,1XO,1,300,23,3,2,,,
6112,8003,463,,caixa de som JBL,METAL ,PRETA,POLICROMIA,1,216,664.48,3,1,,,
6113,8004,976,,COPO COM CANUDO 500 Ml ,PLASTICO,TRANSPARENTE E BRANCO,1XO,1,200,7,3,2,,,
6114,8006,1514,,Sacola Tipo Mochila Nylon,Nylon,VErmelha,1x1,1,50,12,3,2,,,
6115,8007,463,,KIT BEST,DIVERSOS,KRAFT,4XO E 1XO,1,50,78,3,2,,,
6116,8006,1514,,Sacola Tipo Mochila Nylon,Nylon,VERDE - 109,1x1,1,50,12,3,2,,,
6117,8008,1241,,Mochila Para Notebook Em Nylon,NYLON,PRETA,1XO,4,96,115,3,2,,,
6118,8009,1525,,Squeeze Em Vidro E AÃ§o Inox 520 Ml,VIDRO E NEOPRENE,VERDE,1X1,1,700,23,1,2,,,
6119,8011,1445,,Squeeze Em AlumÃ­nio 500 Ml.,AlumÃ­nio,AZUL - 114,1x0,1,1500,19.8,3,2,,,
6120,8011,897,,ECOBAG ALGODÃO,ALGODÃO,CRU,1X0,1,1500,11.4,3,2,,,
6121,8012,1028,,Guarda-chuva Cabo Madeira,nylon,verde musgo,1x1,1,150,40,1,2,,,
6122,8012,1637,,Identificador De Bagagem,plastico,branca,1xo,1,150,3,1,2,,,
6123,8014,1861,,Caderneta Tipo Moleskine,couro sintÃ©tico,PRETA,1x1,1,100,23.5,3,1,,,
6124,8015,463,,kit the best,diversos,crua,1xo e 4xo,1,40,78,3,2,,,
6125,8016,897,,ECOBAG ALGODÃO,ALGODÃO,CRU,2x0,1,500,12.9,3,2,,,
6126,8018,900,,NECESSAIRE ALGODÃO,algodao cru,cua,1xo,1,12000,5.3,3,1,,,
6127,8020,463,,moleskine e caneta,courino e metal,preta,laser e hot stamping,0,200,29,2,1,,,
6128,8021,197,,Avental Brim,brim leve,cinza ,2x0,1,100,29,3,1,,,
6129,8022,1321,,Mateira Em Couro SintÃ©tico,courino,preta,1xo,0,45,80,3,2,,,
6130,8023,1376,,Caderno Com Espiral,,PRETO,4X4,1,100,26.5,3,2,,,
6135,8029,1020,,Copo Para Salada,PLASTICA,FUME COM VERDE,1XO,1,200,7.9,3,2,,,
6136,8029,463,,AROMATIZADOR E MASCARA,BAMBU E NYLON,BAMBU E PRETA,LASER,2,50,69,3,2,,,
6137,8029,1041,,TÃ¡bua De Queijos,BAMBU,BAMBU,1XO,2,50,68,3,2,,,
6138,8031,45,,Caneca Inox 180 Ml,inox,prata,1xo,2,125,14.5,3,2,,,
6139,8032,463,,fone de ouvido bluetooth,plastico e metal,preto,sem,0,50,70,0,2,,,
6140,8032,463,,lancheira termica,nylon,preta,1xo,0,50,30,3,2,,,
6141,8033,463,,kit bem estar,aromatizador - oleo-mascara,diversos,laser,2,155,72,3,2,,,
6142,8034,463,,copo,plastico,preta,1xo,1,100,13.5,3,2,,,
6143,8035,1529,,Necessaire Em Microfibra Com Detalhe Em Courino,Necessaire Em Microfibra Com Detalhe Em Courino,BEGE - 131,1x0,1,50,34,3,2,,,
6144,8036,897,,ECOBAG ALGODÃO,ALGODÃO,CRU,1x0,1,50,18,3,2,,,
6145,8037,1514,,Sacola Tipo Mochila Nylon,Nylon,VERDE - 109,2x1,1,500,13,3,2,,,
6146,8038,45,,Caneca Inox 180 Ml,inox,prata,1xo,2,50,13,3,2,,,
6147,8039,897,,ECOBAG ALGODÃO,ALGODAO,39X40,1X0,1,100,13,1,2,,,
6148,8041,463,,kit works,diversos,diversas,sem,0,60,20,3,2,,,
6149,8042,463,,lancheira termica,nylon,laranja,1xo,1,50,35,3,2,,,
6150,8043,900,,NECESSAIRE ALGODÃO,ALGODÃO,CRU,1x0,1,70,12,3,2,,,
6151,8046,897,,ECOBAG ALGODÃO,algodao cru,crua,1xo,1,15,39,3,2,,,
6152,8047,897,,ECOBAG ALGODÃO,algodao,verde,2xo,1,200,16,3,1,,,
6153,8048,1028,,Guarda-chuva Cabo Madeira e borracha,nylon,diversas,1xo,1,60,39,3,2,,,
6154,8051,1012,,NÃ©cessaire Em Courino,Courino - Tamanho: 20 x 12 x 8 CM,PRETA,1X0 - BAIXO RELEVO,2,200,43,1,1,,,
6155,8052,1028,,Guarda-chuva Cabo Madeira  DA ASIA,nylon,verde,1x1,1,50,75,3,2,,,
6156,8053,1514,,Sacola Tipo Mochila Nylon,Nylon,verde - 109,1x1,1,50,12,3,2,,,
6157,8056,49,,Squeeze PlÃ¡stico 750ml,PLASTICO,PRATA,1X1,1,1100,8.5,3,2,,,
6158,8057,1317,,Fone Bluetooth Com Case Carregador,plastico,branca,uv,0,85,50,3,2,,,
6159,8060,229,,Mochila,nylon matelasse e nylon liso,bege com verde,2x0,1,100,44,3,2,,,
6160,8061,463,,ESTOJO,Nylon e Bagm,Verde e branca,2x0,1,100,15,3,2,,,
6161,8062,463,,kit bem estar,diversos,marron,1xo,2,10,78,3,2,,,
6162,8063,463,,kit boas vindas,diversos,diversas,1xo e 4x0,0,370,22,0,1,,,
6163,8064,1466,,Squeeze 650 Ml AlumÃ­nio ,ALUMINIO,PRETA,1XO,1,40,40,3,2,,,
6164,8064,1850,,Caderno Capa Dura,COURINO E PAPEL,PRETO,1XO,1,40,20,3,2,,,
6165,8064,1109,,Caneta MetÃ¡lica,METAL,PRETA,1XO,1,40,10,3,2,,,
6167,8066,463,,guarda chuva,nylon,verde,1x1,1,15,75,3,2,,,
6168,8068,463,,CADERNO ESPECIAL COM BOLSO NA CAPA,PAPEL,AZUL,LASER,0,150,33,1,2,,,
6169,8068,463,,RING LIGHT,PLASTICO,AZUL,2XO,1,150,17,1,2,,,
6170,8069,463,,bloco e caneta,papel,kraft ,2xo,1,50,20,1,2,,,
6171,8069,463,,bloco e caneta,papel,kraft,2x0,1,50,14,1,2,,,
6172,8070,463,,logistica material  atletas ,diversos,diversas,SEM,1,1,1050,0,2,,,
6173,8071,463,,fleece columbia,fleece,preta,4xo,3,16,620,1,1,,,
6174,8073,463,,KIT GESTANTE,DIVERSOS,VERDE E BRANCO,2XO,1,200,69,3,2,,,
6175,8074,463,,kit corrida bombeiros,mochila e squeeze,verde e transparente,3xo,1,500,14,3,2,,,
6176,8077,210,,Toalha Banho Com Capuz,toalha,branca,2xo,1,100,21,3,2,,,
6177,8078,222,,Touca RN,ribana,branca,3xo,1,400,5.8,3,2,,,
6178,8079,1567,,Avental Em AlgodÃ£o E PoliÃ©ster,algodao,preta,1xo,1,50,29,3,2,,,
6179,8080,463,,KIT BEST,DIVERSOS,KRAFT,1XO,1,50,78,3,2,,,
6180,8082,1535,,Mochila Nylon ,nylon,preta,1xo,1,100,76,1,2,,,
6181,8086,463,,saco mochila - 02079 - xbz,nylon,VERMELHA,1x1,1,100,14,3,2,,,
6182,8087,463,,canudo de silicone,silicone e plastico,cinza,1xo,1,100,10,3,2,,,
6183,8087,1028,,Guarda-chuva Cabo Madeira,NYLON,VERDE E PRETO ,2X0,1,50,40,3,2,,,
6184,8087,463,,BOLSA TERMICA ASIA,NYLON,CINZA,1XO,1,50,60,2,2,,,
6187,8090,897,,ECOBAG ALGODÃO,ALGODÃO CRU,CRU,1X1,1,200,14.5,3,2,,,
6188,8086,463,,saco mochila - 02079 - xbz,NYLON,VERDE,1X1,1,100,14,3,2,,,
6189,8092,463,,CARREGADOR CELULAR FIBRA,FIBRA ,KRAFT,UV,0,120,80,3,2,,,
6190,8093,52,,Squeeze PlÃ¡stico 300ml,PLASTICO,TRANSPARENTE E TAMPA AZUL,4XO,1,250,6.8,3,2,,,
6191,8094,881,,TAÃA ACRÃLICO,acrilico,tranparente,1x1,1,540,4,3,2,,,
6192,8096,463,,SUPORTE PARA CELULAR,PLASTICO,PRETA,1XO,1,65,30,0,2,,,
6194,8098,741,,Cooler TÃ©rmico 10 LATAS,PLASTICO,BRANCO,4XO,4,300,66,0,2,,,
6195,8099,197,,Avental Brim,brim leve,cinza,2xo,1,200,29,3,2,,,
6196,8101,1612,,Sacola Em AlgodÃ£o Reciclado (140 G/mÂ²) ,AlgodÃ£o Reciclado,bege - 160,4x0,1,100,22.5,3,2,,,
6197,8102,1567,,Avental Em AlgodÃ£o E PoliÃ©ster,algodao,verde,1xo,1,100,31,1,2,,,
6198,8103,1241,,Mochila Para Notebook Em Nylon,nylon,preta,1xo,2,200,114,1,2,,,
6199,8104,463,,0320P,lÃ¡stico,PRATA/PRTA,1x0,1,2000,1.89,3,2,,,
6200,8105,463,,GUARDA CHUVA ASIA,NYLON,VERDE,1X1,1,113,75,3,2,,,
6201,8106,1012,,NÃ©cessaire Em Courino,Courino,preta,1X0,2,50,44,3,2,,,
6202,8107,975,,Lancheira TÃ©rmica,nylon,preta,1xo,1,160,30,3,2,,,
6203,8108,463,,kit dia dos pais,nylon e papel,preto e kraft,1xo ,1,900,22,3,2,,,
6204,8109,1171,,Garrafa,INOX,BRANCA,1XO COR EM ROXO,1,200,44,1,2,,,
6205,8110,463,,fone de ouvido bluetooth,plastico e metal,coloridos,sem,0,50,70,0,2,,,
6206,8110,463,,estojo de silicone,silicone,diversas,sem,0,60,25,0,2,,,
6207,8110,463,,SQUEEZE METAL,INOX,PRATA,SEM,0,56,25,0,2,,,
6208,8110,463,,CAIXA DE SOM,METAL E PLASTICO,PRETA E BRANCA ,SEM,1,50,55,0,2,,,
6209,8110,1028,,Guarda-chuva Cabo Madeira,NYLON,DIVERSOS,1XO,1,46,44,3,2,,,
6210,8110,463,,LANCHEIRA TERMICA,NYLON,PRETA E BORDOT,1XO,1,100,30,3,2,,,
6211,8112,463,,fleece columbia,fleece,preta,3xo,3,2,800,3,2,,,
6212,8113,463,,flanela branca,flanela,branca,sem ,0,10000,1.4,0,2,,,
6213,8114,463,,caderno,papel e plastico,verde,1xo,1,100,5,3,2,,,
6214,8114,1436,,Copo De Viagem Em Fibra De Bambu ,BAMBU,CRUA,1XO,1,100,13,3,2,,,
6215,8115,1429,,Sacola TNT,TNT,PRETA,1x0,1,600,4.9,3,2,,,
6216,8117,463,,02051 -  Estojo Emborrachado Redondo,Emborrachado,PRETO,1X0,1,100,9,3,2,,,
6217,8118,463,,tabua de bambu,bambu,madeira,1xo,2,50,35,1,2,,,
6218,8119,975,,Lancheira TÃ©rmica,NYLON,PRETA,1XO,1,650,20,3,2,,,
6219,8121,1877,,Suporte RetrÃ¡til Para Celular E Tablet,,PRETO,1x0,1,100,30,3,2,,,
6220,8124,463,,KIT ONBORDING ,DIVERSOS,KRAFT,1XO,1,120,97,3,2,,,
6221,8125,463,,MOCHILA,NYLON,PRETA,1XO EM BRANCO,1,100,55,1,2,,,
6222,8125,463,,SQUEEZE,PLASTICO ,ROXA ,1XO,1,600,16.5,1,2,,,
6223,8127,1879,,Garrafa Inox 750ml,Inox,vermelho,1x0,2,50,33.5,3,2,,,
6224,8127,1837,,Squeeze AlumÃ­nio 600ml - Pintura Fosca,AlumÃ­nio,PRATA,1x0,2,25,26.5,3,2,,,
6225,8127,1837,,Squeeze AlumÃ­nio 600ml - Pintura Fosca,AlumÃ­nio,ROSA,1x0,2,25,26.5,3,2,,,
6226,8127,1885,, Caneca Inox De 450ml,Inox,PRATA,1X0,2,50,34.5,3,2,,,
6227,8128,463,,caneca quartier,porcelana,branca,3x2,1,200,32,1,2,,,
6228,8130,1028,,Guarda-chuva Cabo Madeira,nylon,azul,1x1,1,108,38,1,2,,,
6230,8132,463,,caixa termica soprano 35litros,pvc,verde e preta,1xo,1,200,140,1,2,,,
6231,8133,3,,Ecobag,ALGODÃO,CRUA,2XO OU 4X0,1,100,12,3,2,,,
6232,8134,1028,,Guarda-chuva Cabo Madeira,NYLON,VERDE,1X1,1,32,75,3,2,,,
6233,8135,1881,,Bolsa TÃ©rmica 8 Litros,Nylon,VERDE,1x0,1,200,39,1,2,,,
6234,8135,1376,,Caderno Com Espiral,,VERDE,1X1,1,200,26,1,2,,,
6235,8136,1892,,Squeeze  600ml,,AZUL,1x0,2,400,20.5,3,2,,,
6236,8137,900,,NECESSAIRE ALGODÃO,ALGODÃO,NATURAL,1X0,1,50,11,3,2,,,
6237,8138,897,,ECOBAG ALGODÃO,ALGODÃO,NATURAL,1X0,1,100,17,3,2,,,
6238,8141,463,,squeeze 94633,aluminio,preta,1xo,1,40,40,1,2,,,
6239,8141,1850,,Caderno Capa Dura,papel,preta,1xo,1,40,20,3,2,,,
6240,8141,1109,,Caneta MetÃ¡lica,metal,preta,1xo,1,40,10,3,2,,,
6241,8142,463,,GUARDA CHUVA INVERTIDO,NYLON,PRETA,1X1,1,100,57,3,2,,,
6242,8144,463,,02079 ,Nylon,VERMELHA,1x0,1,420,9,3,2,,,
6243,8146,1028,,Guarda-chuva Cabo borracha,nylon,verde e preto,1xo,1,250,25,3,2,,,
6244,8147,463,,BOLSA ESPECIAL SUERGS,LONA E COURINO,PRETAS E DETALHES MARRON,POLICROMIA,1,350,85,3,1,,,
6245,8148,463,,mochila spot ,nylon,cinza,laser,2,250,175,3,1,,,
6246,8149,463,,KIT CRIANDO E CRESCENDO,DIVERSOS,DIVERSAS,4XO E 1XO,1,45,320,0,2,,,
6247,8150,463,,Lixocar ,AlgodÃ£o CRU,Natural,1x0,1,60,12,3,2,,,
6248,8152,463,,guarda chuva,nylon,verde e preto,1xo em preto,1,100,25,3,2,,,
6249,8153,463,,GUARDA CHUVA,NYLON,PRETA,1X1,1,100,57,3,2,,,
6251,8155,463,,squeeze,plastico,verde ,1xo ,1,200,22,1,2,,,
6252,8156,769,,BLOCO NOTAS A6,couro sintetico,PRETA,1x0,1,100,12,3,2,,,
6253,8157,769,,BLOCO NOTAS A6,Courino,PRETO,1x0,1,200,11.5,3,2,,,
6254,8159,1547,,Mochila Para Notebook 15.6\'\,nylon,cinza - 133,1x0,2,25,155,1,2,,,
6255,8159,1902,,Mochila De Nylon USB 20L,nylon,PRETA,1x0,1,25,95,1,2,,,
6256,8159,1758,,Conjunto De Caneta Roller E EsferogrÃ¡fica Em AlumÃ­,metal,CINZA - 147,1x0,2,18,50,1,2,,,
6257,8161,463,,logistica material atletas,diversos,diversas,sem,0,1,250,0,2,,,
6258,8162,463,,Moleskine 12974,,PRETO,1x0,1,300,11.3,3,2,,,
6259,8163,1621,,Sacola TÃ©rmica Em TNT (80 G/mÂ²),TNT,BRANCA,2x0,1,200,25,3,2,,,
6260,8165,463,,JOGO DE FOUNDE,CERAMICA,MARRON,LASER NA TABUA,2,150,160,0,1,,,
6261,8166,463,,COPO,FIBRA DE ARROZ,CRUA,1XO,1,130,10,1,2,,,
6262,8167,463,,NECESSAIRE GLITTER,NYLON,DIVERSAS,SEM,0,60,25,0,2,,,
6263,8167,463,,MOCHILA LISA YINS,NYLON,DIVERSAS,SEM,0,48,48,0,2,,,
6264,8167,463,,BOLSA TERMICA YINS,NYLON,DIVERSAS,SEM,0,48,50,0,2,,,
6265,8168,1311,, Conjunto Para Vinho. Bambu,Bambu,Natural,1x1,2,30,164.1,3,2,,,
6266,8169,1028,,Guarda-chuva Cabo Madeira,nylon,verde,1x1,1,84,75,3,2,,,
6267,8170,463,,BOLSA ESPECIAL EVENTO,LONA  CRUA,CRUA,POLICROMIA ,1,400,84,3,1,,,
6268,8171,1837,,Squeeze AlumÃ­nio 600ml - Pintura Fosca,AlumÃ­nio,PRATA,1x0,1,3000,22.5,3,1,,,
6272,8175,897,,ECOBAG ALGODÃO,ALGODÃO CRU,CRU,2x0,1,1000,12.6,3,2,,,
6273,8176,463,,kit,diversos,verde e karft,2x1 e 1xo,0,160,41,3,2,,,
6274,8179,463,,necessaire,nylon,amarela,1x0,1,500,8,1,2,,,
6275,8179,463,,luz refletora,plastico,preta,1xo,1,500,7,1,2,,,
6276,8181,1518,,Mochila DobrÃ¡vel Em Nylon,NYLON,CINZA - 133,1X0,1,235,40,3,2,,,
6277,8182,102,,Escova Com Espelho,PLÃSTICO,branca,1X0,1,50,6,1,2,,,
6278,8182,879,,SQUEEZE FLEX,PLÃSTICO,VERDE - 109,1X0,1,50,10,3,2,,,
6279,8182,1514,,Sacola Tipo Mochila Nylon,NYLOIN,VERDE - 109,1X0,1,50,13,3,2,,,
6280,8182,878,,Toalha De Academia,ALGODÃO,BRANCA,1X0,1,50,10,3,2,,,
6281,8182,463,,NECESSAIRE - 14612,NYLON,PRETA,1X0,1,50,12.5,3,2,,,
6282,8183,1637,,Identificador De Bagagem,plastico,vermelha,adesivo x1 cor,1,1000,3.8,3,2,,,
6283,8184,1454,,Squeeze 500 Ml,METAL,PRETA,1XO,1,50,30,0,2,,,
6284,8182,1664,,Kit De Costura,,BRANCO,1x0,1,50,10,3,2,,,
6285,8186,1887,,Mochila Nylon PoliÃ©ster Para Notebook,Nylon,PRETA,SEM,1,33,108,3,2,,,
6286,8187,463,,Suporte RetrÃ¡til Para Celular E Tablet,,BRANCO,1x0,1,705,25,3,2,,,
6287,8188,463,,kit THE BEST,DIVERSOS,KRAFT,1XO,1,110,74,3,2,,,
6288,8189,463,,avental de jardinagem,algodÃ£o,crua,1xo,1,400,16,3,1,,,
6289,8189,463,,kit jardinagem,algodÃ£o e metal,crua,1xo ,1,400,21.5,0,1,,,
6290,8191,463,,KIT CHURRASCO,NYLON E METAL,PRETA,1XO ,1,700,34,3,2,,,
6291,8192,463,,CANECA ETILUX,VIDRO,DOURADA,1X1,1,200,28,0,2,,,
6292,8193,897,,ECOBAG ALGODÃO,algodao,crua,1x0,1,50,15,3,2,,,
6293,8194,1603,,Sacola Ã  Tiracolo DobrÃ¡vel Em Nylon,Nylon,Azul,1x0,1,200,19,3,1,,,
6294,8197,1877,,Suporte RetrÃ¡til Para Celular E Tablet,,BRANCO,X0,1,70,30,3,2,,,
6295,8198,463,,BOLSA ESPECIAL SUERGS,LONA E COURINO,PRETA,4X0,1,50,85,3,2,,,
6296,8199,463,,FLYER PAPEL SEMENTE,PAPEL SEMENTE,CRUA,4X4,1,400,6.7,0,2,,,
6297,8201,1028,,Guarda-chuva Cabo Madeira,nylon,verde,1x1,1,15,75,3,2,,,
6298,8202,1868,,Umidificador De Ar Aromatizador,bambu,2,1x0,2,200,69,1,2,,,
6299,8203,769,,BLOCO NOTAS A6,COURINO E PAPEL,PRETA,UV COLORIDO,1,350,12.5,3,2,,,
6300,8205,222,,Touca RN,RIBANA,BRANCA,3XO,1,400,7,3,2,,,
6301,8206,1028,,Guarda-chuva Cabo Madeira,NYLON,VERDE,1X1,1,10,75,3,2,,,
6302,8207,110,,Garrafa TÃ©rmica,METAL,PRATA,1X0,2,160,60.7,3,2,,,
6303,8207,1179,,Garrafa,PLASTICO,BARNCA,1XO,2,110,39,3,2,,,
6304,8208,463,,marmita,plastico,verde ,1x0,1,250,33,3,2,,,
6305,8209,210,,Toalha Banho Com Capuz,toalha,branca,1xo,1,100,21,3,2,,,
6306,8210,463,,caixa kit founde, papel kraft,kraft,sem,0,150,13,0,2,,,
6307,8211,1622,,Sacola 100% AlgodÃ£o (180 G/mÂ²),AlgodÃ£o Cru,Natural,1x color,1,200,41,3,2,,,
6308,8214,1534,,Mochila TÃ©rmica,NYLON,VERDE,2X0,1,100,68,3,2,,,
6309,8215,463,,bombom 0uro branco e flyer,chocolate e papel,dourada,sem,0,2000,3,0,2,,,
6310,8216,45,,Caneca Inox 180 Ml,INOX,PRATA,1X0,2,250,15.5,3,2,,,
6311,8217,1837,,Squeeze AlumÃ­nio 600ml - Pintura Fosca,AlumÃ­nio,PRATA,1X0,1,50,28,3,2,,,
6312,8219,463,,MOCHILA ASIA MC 320,NYLON,PRETA,1X0,1,50,125,3,2,,,
6313,8221,1520,,Mochila DobrÃ¡vel Nylon Leve,NYLON,CINZA,2X0,1,250,40,1,2,,,
6314,8223,463,,CHAVEIRO,ACRILICO E METAL,PURPURA E PRATA,SEM,0,2000,4,3,2,,,
6315,8224,1514,,Necessaire,nylon,Preta,1x0,1,200,12,3,2,,,
6316,8224,1903,,Mochila Em Nylon Com Bolso Frontal Com Fecho,nylon,preta,2x0,1,50,64,3,2,,,
6317,8225,410,,Chaveiro Metal. Abridor,metal  - 09824 (xbz),LARANJA,1X0,2,200,3.7,3,2,,,
6318,8225,463,,TRENA  -10800,PLÃSTICO,BRANCA,1X0,1,100,5.95,1,2,,,
6319,8229,463,,abridor eletrico,metal,chumbo,1xo,2,500,85,3,1,,,
6320,8230,463,,caderno A5 - 28029,,Preto - AZUL,1x0,1,50,36,3,2,,,
6321,8231,463,,KIT CRIANDO E CRESCENDO,DIVERSOS,DIVERSAS,1XO E 4XO,0,40,320,3,2,,,
6322,8232,463,,SQUEZZE DE METAL,METAL,PRETA,1XO,1,50,40,0,2,,,
6323,8232,807,,MOCHILA NYLON,NYLON,PRETA,1XO,1,50,14,0,2,,,
6324,8232,463,,CADERNO COM ELASTICO,COUTINO E PAPEL,PRETA,1X0,1,50,20,1,2,,,
6325,8233,45,,Caneca Inox 180 Ml,inox,prata,1xo,2,50,15,3,2,,,
6326,8234,1360,,Canudo. AÃ§o Inox.,inox e papel,inox e kraft,1x0,2,34000,2.65,1,2,,,
6327,8235,1317,,Fone Bluetooth Com Case Carregador,plastico,preto,uv,0,200,40,3,2,,,
